Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
1986-03-13,0.059826746582984924,0.06249803328621482,0.05448540190449644,0.05448540190449644,1031788800
1986-03-14,0.061963263899087906,0.06303214684418693,0.05982672673645353,0.05982672673645353,308160000
1986-03-17,0.06303218752145767,0.06356632215681537,0.06196330388656394,0.06196330388656394,133171200
1986-03-18,0.06142914295196533,0.06356629494261014,0.06089500854528295,0.06303216053592776,67766400
1986-03-19,0.0603608712553978,0.06196327439890441,0.05982673687422893,0.061429140017735535,47894400
1986-03-20,0.058758445084095,0.0603608475996102,0.0582243109122566,0.0603608475996102,58435200
1986-03-21,0.05715606361627579,0.05982673545894156,0.056087794879209486,0.05875846672187525,59990400
1986-03-24,0.05555365979671478,0.05715606288172056,0.055019525435046186,0.05715606288172056,65289600
1986-03-25,0.05662195757031441,0.0566219575703144,0.05501955366318491,0.05555368829889474,32083200
1986-03-26,0.058224327862262726,0.05875846218959593,0.056087790552929936,0.05662192488026314,22752000
1986-03-27,0.05929260700941086,0.05929260700941086,0.05822433816570249,0.05822433816570249,16848000
1986-03-31,0.058758445084095,0.0592925792559334,0.057690176740418195,0.0592925792559334,12873600
1986-04-01,0.058224327862262726,0.05875846218959593,0.05822432786226273,0.05875846218959593,11088000
1986-04-02,0.058758445084095,0.059826713427771794,0.0582243109122566,0.0582243109122566,27014400
1986-04-03,0.05929260700941086,0.060895010274973405,0.05929260700941086,0.05929260700941086,23040000
1986-04-04,0.05929260700941086,0.05982674143126504,0.05929260700941086,0.05929260700941086,26582400
1986-04-07,0.058224327862262726,0.05982673084426232,0.05715605920759633,0.05929259651692913,16560000
1986-04-08,0.058758445084095,0.059826713427771794,0.0582243109122566,0.0582243109122566,10252800
1986-04-09,0.059826746582984924,0.06036088105083378,0.058758477647287234,0.058758477647287234,12153600
1986-04-10,0.0603608712553978,0.06089500563656667,0.0587584681118912,0.05982673687422893,13881600
1986-04-11,0.06142914295196533,0.06249802612924538,0.06089500854528295,0.06089500854528295,17222400
1986-04-14,0.061963263899087906,0.06249801255352834,0.06142912960842931,0.06142912960842931,12153600
1986-04-15,0.061963263899087906,0.061963263899087906,0.05982672673645353,0.061963263899087906,9302400
1986-04-16,0.06410041451454163,0.06463454879760937,0.06142912873542977,0.06196326301849752,31910400
1986-04-17,0.06463457643985748,0.06463457643985748,0.06410044192835661,0.06410044192835661,22003200
1986-04-18,0.062498003244400024,0.0646345400887955,0.06196325466961083,0.0646345400887955,21628800
1986-04-21,0.062498003244400024,0.0630321374554989,0.06089498624741309,0.06249800324440003,22924800
1986-04-22,0.06142914295196533,0.06249802612924538,0.06142914295196533,0.06249802612924538,15552000
1986-04-23,0.06169620901346207,0.06196327851418645,0.06089500968089979,0.06142914409754312,15609600
1986-04-24,0.06783933192491531,0.06890760013562294,0.06142910829710085,0.061696173057376374,62352000
1986-04-25,0.07211309671401978,0.07505083974643105,0.06837353958978064,0.06837353958978064,85795200
1986-04-28,0.07264719158411026,0.07318132597141148,0.07157830844561482,0.07211305719680904,28886400
1986-04-29,0.07051005959510803,0.07264721211210318,0.0699759250568759,0.07264721211210318,30326400
1986-04-30,0.06890764832496643,0.07104418624053163,0.06730524488829252,0.07051005176164034,30902400
1986-05-01,0.06783933192491531,0.06890760013562294,0.06677106371420768,0.06890760013562294,54345600
1986-05-02,0.06783933192491531,0.06890760013562294,0.0673051978195615,0.06783933192491531,20246400
1986-05-05,0.06730525195598602,0.06783938649096655,0.06730525195598602,0.06783938649096655,3254400
1986-05-06,0.06783933192491531,0.06890760013562294,0.06783933192491531,0.06783933192491531,9734400
1986-05-07,0.06783933192491531,0.06837346603026913,0.06677106371420768,0.06783933192491531,5155200
1986-05-08,0.06837350130081177,0.06837350130081177,0.06730523253903657,0.06783936691992418,3542400
1986-05-09,0.06783933192491531,0.06837346603026913,0.06783933192491531,0.06837346603026913,6076800
1986-05-12,0.06837350130081177,0.06997590444347457,0.06783936691992418,0.06783936691992418,10483200
1986-05-13,0.06890764832496643,0.06944178280385772,0.06837351384607512,0.06837351384607512,3830400
1986-05-14,0.06837350130081177,0.06890763568169937,0.06837350130081177,0.06890763568169937,9302400
1986-05-15,0.06837350130081177,0.06944177006258696,0.06837350130081177,0.06837350130081177,3801600
1986-05-16,0.06890764832496643,0.07051005176164034,0.06837351384607512,0.06837351384607512,11952000
1986-05-19,0.06783933192491531,0.06890760013562294,0.0673051978195615,0.06890760013562294,11001600
1986-05-20,0.06730525195598602,0.06783938649096655,0.0667711174210055,0.06783938649096655,61977600
1986-05-21,0.06623699516057968,0.067839399062467,0.06623699516057968,0.06730526442850455,8092800
1986-05-22,0.06623699516057968,0.06677112979454213,0.06623699516057968,0.06623699516057968,4406400
1986-05-23,0.06623699516057968,0.06730526442850455,0.06623699516057968,0.06623699516057968,4089600
1986-05-27,0.06837350130081177,0.06837350130081177,0.06623696377726139,0.06623696377726139,13881600
1986-05-28,0.07051005959510803,0.07051005959510803,0.0683735214421795,0.0683735214421795,15523200
1986-05-29,0.07211309671401978,0.07318136607402247,0.0699759436297847,0.07051007830978605,45676800
1986-05-30,0.07478372752666473,0.07585199627831654,0.07264719002336113,0.07264719002336113,27072000
1986-06-02,0.07264719158411026,0.07478372913331516,0.07264719158411026,0.07478372913331516,19728000
1986-06-03,0.07264719158411026,0.07264719158411026,0.07157830844561482,0.07264719158411026,5011200
1986-06-04,0.07211309671401978,0.07318136607402247,0.07157834766978875,0.07264723139402113,4723200
1986-06-05,0.07318132370710373,0.07318132370710373,0.07157830623090612,0.07211305496555466,13708800
1986-06-06,0.07318132370710373,0.07318132370710373,0.07211305496555466,0.07318132370710373,3427200
1986-06-09,0.06997589021921158,0.07318131021684497,0.06997589021921158,0.07318131021684497,12672000
1986-06-10,0.06997589021921158,0.06997589021921158,0.06890762167458736,0.06997589021921158,3427200
1986-06-11,0.06997589021921158,0.06997589021921158,0.06890762167458736,0.06997589021921158,2304000
1986-06-12,0.06730525195598602,0.06997592463088864,0.0667711174210055,0.06997592463088864,13708800
1986-06-13,0.06730525195598602,0.06783938649096655,0.0667711174210055,0.06730525195598602,7891200
1986-06-16,0.06677111983299255,0.0678393889415429,0.06623698527871737,0.06730525438726773,9590400
1986-06-17,0.06783933192491531,0.06890760013562294,0.0673051978195615,0.0673051978195615,13075200
1986-06-18,0.06730525195598602,0.06783938649096655,0.06623698288602498,0.06783938649096655,4348800
1986-06-19,0.06677111983299255,0.0678393889415429,0.06623698527871737,0.06730525438726773,8467200
1986-06-20,0.06703817844390869,0.0673052433849863,0.06677110891802523,0.06677110891802523,3801600
1986-06-23,0.06783933192491531,0.06783933192491531,0.06570279550350006,0.06703813305928596,46195200
1986-06-24,0.06730525195598602,0.06837352102594707,0.0667711174210055,0.06783938649096655,14572800
1986-06-25,0.06623699516057968,0.067839399062467,0.06623699516057968,0.06730526442850455,15235200
1986-06-26,0.06410041451454163,0.06677108592988037,0.06410041451454163,0.06623695164681262,19152000
1986-06-27,0.06356628984212875,0.06463455856977693,0.06303215547830467,0.06410042420595284,10396800
